Screened 2nd time,ActiveScreener.Id,Title,Authors,Q1,Q2,Q3,Year,Study Type,Application,Effect Type,Common Name,Scientific Name,Age Group,Location,Priority,Notes
Rob,13976707,"Spawning and Exploitation of Atlantic Herring (Clupea harengus) at Escuminac in the Southwestern Gulf of St. Lawrence, Spring 1983","Messieh, S., Pottle, R., MacPherson, P.  et al.",Temperature,"Yes, include the reference",Atlantic herring (Clupea harengus),1985,Observational,Wild,Habitat,Atlantic herring,Clupea harengus,Egg,Canada,Low,Description of habitat in a single spawning location
Rob,13976703,"Spatial variation in environmental characteristics of Atlantic salmon ( 
<i>Salmo salar</i>) rivers","Elliott, S. R., Coe, T. A., Helfield, J. M.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1998,Observational,Wild,Habitat,Atlantic salmon,Salmo salar,,Canada,Low,Describes general habitat in a number of rivers used by Salmon.  No direct linkage made.
Rob,13976699,"Spatial and temporal patterns in the distribution and feeding habits of Morone saxatilis in marsh creeks of Delaware Bay, USA","Nemerson, D. M., Able, K. W. ",Salinity,"Yes, include the reference",Striped bass (Morone saxatilis),2003,Observational,Wild,Habitat,Striped bass,Morone saxatilis,Adult,Northeast US,Medium,General categorization of low and medium salinity in the abstract
Rob,13976696,"Some behavioural and ecological factors affecting distribution, biomass and production of juvenile Atlantic salmon","Gibson, R. John ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2014,Experimental,Laboratory,,Atlantic salmon,Salmo salar,Juvenile,,High,"Stress, growth, survival all checked against range of temperatures"
Rob,13976693,Smolting status of downstream migrating Atlantic salmon (Salmo salar ) parr,"Birt, T. P., Green, J. M., Davidson, W. S. ",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1990,Experimental,Wild,Metabolic,Atlantic salmon,Salmo salar,Juvenile,Canada,Low,
Rob,13976691,Smolt development and subsequent sexual maturity in previously mature male Atlantic salmon (Salmo salar),"Saunders, R. L., Harmon, P. R., Knox, D. E. ",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1994,Experimental,Aquaculture,Growth,Atlantic salmon,Salmo salar,Juvenile,,Low,
Rob,13976687,Short-term Salinity Stress During Early Development Impacts the Growth and Survival of Red Drum (Sciaenops ocellatus),"Ackerly, Kerri Lynn, Roark, Kathleen J., Nielsen, Kristin M. ",Salinity,"Yes, include the reference",Red drum (Sciaenops ocellatus),2022,Experimental,Laboratory,Survival,Red drum,Sciaenops ocellatus,Egg,Southeast US,High,
Rob,13976681,[Selective effect of the duration of the critical temperature period on some allozyme loci of Atlantic salmon Salmo salar L. (Salmonidae)],"Stroganov, A. N., Novikov, G. G., Afanas'ev, K. I.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2006,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Juvenile,Europe,Low,
Rob,13976680,Selection by higher?order effects of salinity and bacteria on early life?stages of Western Baltic spring?spawning herring,"Poirier, Maude, Listmann, Luisa, Roth, Olivia ",Salinity,"Yes, include the reference",Atlantic herring (Clupea harengus),2017,Experimental,Wild,Disease,Atlantic herring,Clupea harengus,Larval,Europe,Low,
Rob,13976676,Seasonal variations in the smolt characteristics of juvenile Atlantic salmon (Salmo salar ) from estuarine and riverine environments,"Cunjak, R. A., Saunders, R. L., Chadwick, E. M. P. ",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1990,Observational,Wild,Habitat,Atlantic salmon,Salmo salar,Juvenile,Canada,Low,
Rob,13976674,"Seasonal variation in temperature preference of juvenile Atlantic cod (Gadus morhua ), with evidence supporting an energetic basis for their diel vertical migration","Clark, D. S., Green, J. M. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),1991,Experimental,Laboratory,Behavioural,Atlantic cod,Gadus morhua,Juvenile,Canada,Low,
Rob,13976670,Seasonal movements and connectivity of an Atlantic cod (Gadus morhua) spawning component in the western Gulf of Maine,"Zemeckis, Douglas R., Liu, Chang, Cowles, Geoffrey W.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2017,Observational,Wild,Habitat,Atlantic cod,Gadus morhua,Adult,Northeast US,High,
Rob,13976669,"Seasonal Movement and Habitat Use by Striped Bass in the Combahee River, South Carolina","Bjorgo, Kimberly A., Isely, J. Jeffery, Thomason, Christopher S. ",Temperature,"Yes, include the reference",Striped bass (Morone saxatilis),2000,Observational,Wild,Habitat,Striped bass,Morone saxatilis,Adult,Southeast US,Medium,
Rob,13976646,Salinity requirements for successful spawning of Baltic and Belt Sea cod and the potential for cod stock interactions in the Baltic Sea,"Nissling, A., Westin, L. ",Salinity,"Yes, include the reference",Atlantic cod (Gadus morhua),1997,Experimental,Laboratory,Reproduction,Atlantic cod,Gadus morhua,Egg,Europe,High,
Rob,13976641,"Salinity and temperature effects on whole-animal thyroid hormone levels in larval and juvenile striped bass, Morone saxatilis","Parker, Steven J., Specker, Jennifer L. ","Temperature, Salinity","Yes, include the reference",Striped bass (Morone saxatilis),1990,Experimental,Laboratory,Metabolic,Striped bass,Morone saxatilis,Multiple,,Low,
Rob,13976637,Role of the GH-IGF-1 system in Atlantic salmon and rainbow trout postsmolts at elevated water temperature Part A Molecular &amp; integrative physiology,"Hevrøy, E. M., Tipsmark, Christian K., Remø, Sofie C.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2015,Experimental,Laboratory,Stress,Atlantic salmon,Salmo salar,Juvenile,,Medium,
Rob,13976633,The role of feedback and modulation in determining temperature resiliency in the lobster cardiac nervous system,"Powell, Daniel J., Owens, Elizabeth, Bergsund, Marie M.  et al.",Temperature,"Yes, include the reference",American lobster (Homarus americanus),2023,Experimental,Laboratory,Metabolic,American lobster,Homarus americanus,Adult,,Low,
Rob,13976631,RNA-seq reveals temporal differences in the transcriptome response to acute heat stress in the Atlantic salmon (Salmo salar),"Shi, Kun-Peng, Dong, Shuang-Lin, Zhou, Yan-Gen  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2019,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,,Low,
Rob,13976629,"A review of the likely effects of climate change on anadromous Atlantic salmon Salmo salar and brown trout Salmo trutta, with particular reference to water temperature and flow","Jonsson, B., Jonsson, N. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2009,Review,Wild,,Atlantic salmon,Salmo salar,Multiple,,High,Covers a number of effect types
Rob,13976626,"Response to: Conway et al. (2023), Red Drum Salinity Tolerance: Comments on Ackerly et al. Short-Term Salinity Stress During Early Development Impacts the Growth and Survival of Red Drum (Sciaenops ocellatus)","Ackerly, K. L., Roark, K. J., Nielsen, K. M. ",Salinity,"Yes, include the reference",Red drum (Sciaenops ocellatus),,,,,Red drum,Sciaenops ocellatus,,,Low,Response to a criticism.
Rob,13976625,Response of branchial Na+/K+ ATPase to changes in ambient temperature in Atlantic cod (Gadus morhua) and whiting (Merlangius merlangus),"Michael, Katharina, Koschnick, Nils, Pörtner, Hans- O.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2016,Experimental,Laboratory,Metabolic,Atlantic cod,Gadus morhua,Adult,Europe,,
Rob,13976617,Relationship of RNA/DNA ratio and temperature to growth in larvae of Atlantic cod Gadus morhua,"Caldarone, Elaine M., StOnge-Burns, J. M., Buckley, L. J. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2003,Model,Wild,Growth,Atlantic cod,Gadus morhua,Larval,,High,
Rob,13976616,Relationship between Optimum Temperatures for Growth and Preferred Temperatures for the Young of Four Fish Species,"Kellogg, Robert L., Gift, James J. ",Temperature,"Yes, include the reference",Striped bass (Morone saxatilis),1983,Model,Wild,Growth,Striped bass,Morone saxatilis,Juvenile,,High,
Rob,13976615,"Relationship between cardiac performance and environment across populations of Atlantic salmon ( 
<i>Salmo salar</i>): a common garden experiment implicates local adaptation","Gradil, K. J., Garner, S. R., Wilson, C. C.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2016,Experimental,Wild,Stress,Atlantic salmon,Salmo salar,Adult,,Low,
Rob,13976608,"Reduced Reproductive Success of Western Baltic Herring 
<i>(Clupea harengus)</i> as a Response to Warming Winters","Polte, P., Gröhsler, T., Kotterba, P.  et al.",Temperature,"Yes, include the reference",Atlantic herring (Clupea harengus),2021,Observational,Wild,Reproduction,Atlantic herring,Clupea harengus,Adult,Europe,Medium,
Rob,13976607,"Redox regulation in Atlantic cod ( 
<i>Gadus morhua</i>) embryos developing under normal and heat-stressed conditions","Skjærven, K. H., Penglase, S., Olsvik, P. A.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2013,Experimental,Laboratory,Survival,Atlantic cod,Gadus morhua,Egg,Europe,High,References threshold and optimal temperatures
Rob,13976606,Red drum (Sciaenops ocellatus) seed production technology in Vietnam,"Khue, M. C. ","Temperature, Salinity","Yes, include the reference",Red drum (Sciaenops ocellatus),2007,Experimental,Aquaculture,Survival,Red drum,Sciaenops ocellatus,Multiple,,High,Aquaculture study in vietnam using US broodstocks.
Rob,13976605,Recruitment of North Sea cod (Gadus morhua) and Norway pout (Trisopterus esmarkii) between 1992 and 2006: the interplay between climate influence and predation,"Kempf, Alexander, Floeter, Jens, Temming, Axel ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2009,Model,Wild,Reproduction,Atlantic cod,Gadus morhua,Adult,Europe,Low,
Rob,13976604,Recruitment of Atlantic cod stocks in relation to temperature and advectlon of copepod populations,"Sundby, Svein ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2000,Observational,Wild,Behavioural,Atlantic cod,Gadus morhua,Adult,,Low,
Rob,13976600,"Reciprocal expression of gill Na 
<sup>+</sup>/K 
<sup>+</sup>-ATPase ?-subunit isoforms ?1a and ?1b during seawater acclimation of three salmonid fishes that vary in their salinity tolerance","Bystriansky, J. S., Richards, J. G., Schulte, P. M.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),2006,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,,Low,
Rob,13976599,Recent trends in bottom temperatures and distribution and abundance of cod (Gadus morhua) in NAFO Subdivisions 3Pn and 3Ps from the winter/spring multi-species surveys,"Colbourne, E., Murphy, E. F. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2002,Observational,Wild,Habitat,Atlantic cod,Gadus morhua,Adult,Canada,Medium,
Rob,13976598,Recent trends in bottom temperatures and distribution and abundance of Atlantic cod (Gadus morhua) in NAFO Divisions 3 LNO during the spring and autumn,"Colbourne, E. B., Murphy, E. F. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2000,Observational,Wild,Habitat,Atlantic cod,Gadus morhua,Adult,Canada,Medium,
Rob,13976591,"Quantification of crustacean hyperglycemic hormone by ELISA in hemolymph of the lobster, 
<i>Homarus americanus</i>, following various stresses","Chang, E. S., Keller, R., Chang, S. A. ",Temperature,"Yes, include the reference",American lobster (Homarus americanus),1998,Experimental,Laboratory,Metabolic,American lobster,Homarus americanus,Adult,,Low,
Rob,13976585,Proteomic analysis of temperature-dependent developmental plasticity within the ventricle of juvenile Atlantic salmon (Salmo salar),"Muir, Carlie A., Bork, Bradley S., Neff, Bryan D.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2022,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Juvenile,,Low,
Rob,13976583,"A PROLONGED THERMAL STRESS EXPERIMENT ON THE AMERICAN LOBSTER, HOMARUS AMERICANUS","Dove, Alistair D. M., Allam, Bassem, Powers, Jason J.  et al.",Temperature,"Yes, include the reference",American lobster (Homarus americanus),2005,Experimental,Laboratory,Metabolic,American lobster,Homarus americanus,Adult,,Low,Only two temperature treatments
Rob,13976582,Projected habitat loss for Atlantic herring in the Baltic Sea,"Illing, Bjorn, Moyano, Marta, Hufnagl, Marc  et al.",Salinity,"Yes, include the reference",Atlantic herring (Clupea harengus),2016,Observational,Wild,Survival,Atlantic herring,Clupea harengus,Larval,Europe,High,
Rob,13976581,"Productivity responses of a widespread marine piscivore, Gadus morhua, to oceanic thermal extremes and trends","Mantzouni, Irene, MacKenzie, Brian R. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2010,Observational,Wild,Survival,Atlantic cod,Gadus morhua,Adult,,Low,
Rob,13976578,"Preparatory physiological adaptations for marine life of salmonids: Osmoregulation, growth, and metabolism","McCormick, S. D., Saunders, R. L. ",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1987,Review,Wild,,Atlantic salmon,Salmo salar,Adult,,Low,
Rob,13976574,Predicting stream temperatures under a climate change scenario: impacts on critical temperatures for Atlantic salmon (Salmo salar),"Brodeur, N. N., Hebert, C., Caissie, D.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2015,Model,Wild,Survival,Atlantic salmon,Salmo salar,Adult,Canada,Medium,Refers to a high temperature threshold
Rob,13976570,Precocious sexual maturation and smoltification in male Atlantic salmon (Salmo salar),"Saunders, Richard L., Henderson, Eugene B., Glebe, Brian D. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1982,Observational,Aquaculture,Survival,Atlantic salmon,Salmo salar,Juvenile,,Low,
Rob,13976569,"Pre-fertilization gamete thermal environment influences reproductive success, unmasking opposing sex-specific responses in Atlantic salmon (Salmo salar)","Graziano, Marco, Solberg, Monica F., Glover, Kevin A.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2023,Experimental,Laboratory,Survival,Atlantic salmon,Salmo salar,Egg,,Low,
Rob,13976566,The potential for development of salinity tolerance in underyearling Atlantic salmon (Salmo salar),"Stefansson, S. O., Berg, A. E., Hansen, T.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1992,Observational,Aquaculture,Growth,Atlantic salmon,Salmo salar,Juvenile,,Low,
Rob,13976562,"Population variation in the life history traits and thermal responses of Atlantic cod, Gadus morhua L","Perutz, Marion ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2007,Observational,Wild,Growth,Atlantic cod,Gadus morhua,Adult,Europe,Low,
Rob,13976561,The population growth rate of Atlantic cod (Gadus morhua) at low abundance,"Myers, R. A., Mertz, G., Fowlow, P. S. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),,Model,Wild,Growth,Atlantic cod,Gadus morhua,Adult,,Low,
Rob,13976555,Physiological stress in striped bass: Effect of acclimation temperature,"Davis, K. B., Parker, N. C. ",Temperature,"Yes, include the reference",Striped bass (Morone saxatilis),1990,Experimental,Aquaculture,Stress,Striped bass,Morone saxatilis,Juvenile,,High,
Rob,13976554,"Physiological seawater adaptation in juvenile Atlantic salmon ( 
<i>Salmo salar)</i> autumn migrants","Riley, W. D., Ibbotson, A. T., Lower, N.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),2008,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Juvenile,,Low,
Rob,13976550,Physiological Response of the Atlantic Cod (Gadus Morhua) to Hypoxia at Various Environmental Salinities,"Claireaux, Guy, Dutil, Jean-Denis ",Salinity,"Yes, include the reference",Atlantic cod (Gadus morhua),1992,Experimental,Laboratory,Metabolic,Atlantic cod,Gadus morhua,Adult,,Low,
Rob,13976549,"Physiological effects of environmentally relevant, multi-day thermal stress on wild juvenile Atlantic salmon (Salmo salar)","Corey, Emily, Linnansaari, Tommi, Cunjak, Richard A.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2017,Experimental,Laboratory,Stress,Atlantic salmon,Salmo salar,Juvenile,Canada,High,
Rob,13976548,"Physiological Ecology of Stress-Responsive Gene Expression in the American Lobster, Homarus americanus: Molecular Chaperones and Polyubiquitin","Spees, Jeffrey L. ",Temperature,"Yes, include the reference",American lobster (Homarus americanus),2001,Experimental,Laboratory,Stress,American lobster,Homarus americanus,Adult,,Low,Single temperature
Rob,13976544,"PHOTOPERIODIC CONTROL OF THE PARR-SMOLT TRANSFORMATION IN ATLANTIC SALMON - CHANGES IN THYROID-HORMONES, GILL NA+,K+-ATPASE AND SALINITY TOLERANCE","McCormick, S. D., Saunders, R. L., Henderson, E. B.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1985,Experimental,Laboratory,Survival,Atlantic salmon,Salmo salar,Juvenile,,Low,Photoperiod trials
Rob,13976542,"Photoperiod control of parr-smolt transformation in Atlantic salmon (Salmo salar ): Changes in salinity tolerance, gill Na super(+), K super(+)-ATPase activity, and plasma thyroid hormones","McCormick, S. D., Saunders, R. L., Henderson, E. B.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1987,Experimental,Laboratory,Survival,Atlantic salmon,Salmo salar,Juvenile,Canada,Low,Photoperiod trials
Rob,13976541,"Photoperiod and temperature control of salinity tolerance, gill Na super(+),K super(+)-ATPase activity and seawater performance of underyearling Atlantic salmon (Salmo salar L.), a review","Stefansson, S. O., Berge, A. I., Gunnarsson, G. S.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1994,Review,Aquaculture,Growth,Atlantic salmon,Salmo salar,Juvenile,,Low,
Rob,13976540,Phenotypic stress response does not influence the upper thermal tolerance of male Atlantic salmon (Salmo salar),"Ignatz, Eric H., Zanuzzo, Fábio S., Sandrelli, Rebeccah M.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2021,Experimental,Aquaculture,Stress,Atlantic salmon,Salmo salar,Juvenile,,Low,
Joe,13976539,"Performance and welfare of Atlantic salmon, Salmo salar L. post?smolts in recirculating aquaculture systems: Importance of salinity and water velocity","Ytrestøyl, Trine, Takle, Harald, Kolarevic, Jelena  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),2020,Experimental,Aquaculture,Survival,Atlantic salmon,Salmo salar,Juvenile,Other,high,
Joe,13976536,Parr-Smolt Transformation of Yearling Atlantic Salmon (Salmo salar ) at Several Rearing Temperatures,"Johnston, C. E., Saunders, R. L. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1981,Experimental,Laboratory,Growth,Atlantic salmon,Salmo salar,Juvenile,Other,high,
Joe,13976531,"Oxygen limitation of thermal tolerance in cod, 
<i>Gadus morhua</i> L., studied by magnetic resonance imaging and on-line venous oxygen monitoring","Lannig, G., Bock, C., Sartoris, F. J.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2004,Experimental,Laboratory,Survival,Atlantic cod,Gadus morhua,Adult,Other,high,
Joe,13976529,Oxygen dependence of upper thermal limits in fishes,"Ern, Rasmus, Norin, Tommy, Gamperl, A. Kurt  et al.",Temperature,"Yes, include the reference",Red drum (Sciaenops ocellatus),2016,Experimental,Laboratory,Survival,Red drum,Sciaenops ocellatus,Adult,Other,high,complex env interactions
Joe,13976528,"Oxygen consumption of the lobster,Homarus americanus milne-edwards","McLeese, Donald W. ",Temperature,"Yes, include the reference",American lobster (Homarus americanus),1964,Experimental,Laboratory,Metabolic,American lobster,Homarus americanus,Adult,Other,medium,respiration
Joe,13976523,Osmoregulation in the Lobster Homarus americanus,"Dall, W. ",Salinity,"Yes, include the reference",American lobster (Homarus americanus),1970,Experimental,Laboratory,Metabolic,American lobster,Homarus americanus,Adult,Other,low,
Joe,13976522,Osmoregulation in Atlantic salmon Salmo salar smolts transferred to seawater at different temperatures,"Handeland, S. O., Imsland, A. K., Nilsen, T. O.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),2014,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Juvenile,Europe,low,
Joe,13976521,"OSMOREGULATION AND SALINITY TOLERANCE IN THE NEMERTEAN PSEUDOCARCINONEMERTES-HOMARI, A PREDATOR OF THE EGGS OF HOMARUS-AMERICANUS - AN ERADICATION TECHNIQUE","Charmantier, G., Charmantierdaures, M., Waddy, S.  et al.","Temperature, Salinity","Yes, include the reference",American lobster (Homarus americanus),1989,Experimental,Laboratory,Behavioural,NA,PSEUDOCARCINONEMERTES-HOMARI,Adult,Other,low,predator on lobster
Joe,13976520,Osmoregulation and growth in offspring of wild Atlantic salmon at different temperatures,"Handeland, S. O., Imsland, A. K., Ebbesson, L. O. E.  et al.","Temperature, Salinity","Yes, include the reference",Atlantic salmon (Salmo salar),2014,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,Europe,low,
Joe,13976519,Optimum temperatures for growth of early juvenile Atlantic cod (Gadus morhua L.),"Otterlei, E., Nyhammer, G., Stefansson, S. O.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2000,Experimental,Laboratory,Growth,Atlantic cod,Gadus morhua,Juvenile,Other,high,
Joe,13976516,Optimum temperature and food-limited growth of larval Atlantic cod (Gadus morhua ) and haddock (Melanogrammus aeglefinus ) on Georges Bank,"Buckley, L. J., Caldarone, E. M., Lough, R. G. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2004,Observational,Wild,Growth,Atlantic cod,Gadus morhua,Adult,Northeast US,medium,
Joe,13976513,Optimal temperature for growth and feed conversion of immature cod ( Gadus morhua L.),"Bjrnsson, B., Steinarsson, A., Oddgeirsson, M. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2001,Experimental,Aquaculture,Growth,Atlantic cod,Gadus morhua,Adult,Other,high,
Joe,13976512,Optimal selection of temperature areas by juvenile cod ( Gadus morhua L.) in the Barents Sea modelled by dynamic optimisation,"Kristiansen, Tore S., Michalsen, Kathrine, Jacobsen, Jan Arge  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2001,Model,Wild,Growth,Atlantic cod,Gadus morhua,Juvenile,Europe,medium,
Joe,13976508,"ONTOGENY OF OSMOREGULATION AND SALINITY TOLERANCE IN HOMARUS-AMERICANUS, PENAEUS-JAPONICUS AND CANCER-IRRORATUS","Charmantier, G., Charmantierdaures, M., Bouaricha, N.  et al.",Salinity,"Yes, include the reference",American lobster (Homarus americanus),1989,Experimental,Laboratory,Survival,American lobster,Homarus americanus,Juvenile,Northeast US,high,
Joe,13976507,Ontogenetic shifts in thermal tolerance of the American lobster (Homarus americanus),"Jane, A., Rasher, D., Annis, E.  et al.",Temperature,"Yes, include the reference",American lobster (Homarus americanus),2023,Experimental,Laboratory,Survival,American lobster,Homarus americanus,Larval,Northeast US,high,
Joe,13976499,Ocean warming shapes embryonic developmental prospects of the next generation in Atlantic cod,"Skjærven, Kaja H., Alix, Maud, Kleppe, Lene  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2024,Experimental,Laboratory,Growth,Atlantic cod,Gadus morhua,Egg,Other,high,
Joe,13976498,Ocean thermal conditions in the post-smolt nursery of North American Atlantic salmon,"Friedland, Kevin D., Reddin, David G., Castonguay, Martin ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2003,Observational,Wild,Habitat,Atlantic salmon,Salmo salar,Juvenile,Northeast US,high,
Joe,13976492,Observations on salinity tolerance of striped bass x white bass hybrids in aquaria,"Wattendorf, R. J., Shafland, P. L. ",Salinity,"Yes, include the reference",Striped bass (Morone saxatilis),1982,Experimental,Laboratory,Survival,Striped Bass,Morone saxatilis,Adult,Other,low,hybrids
Joe,13976490,Northern cod species face spawning habitat losses if global warming exceeds 1.5°C,"Dahlke, F. T., Butzin, M., Nahrgang, J.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2019,Review,Wild,Survival,Atlantic cod,Gadus morhua,Adult,Other,high,many spp
Joe,13976486,New encounters in Arctic waters: a comparison of metabolism and performance of polar cod (Boreogadus saida) and Atlantic cod (Gadus morhua) under ocean acidification and warming,"Kunz, Kristina Lore, Frickenhaus, Stephan, Hardenberg, Silvia  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2016,Experimental,Laboratory,Growth,Atlantic cod,Gadus morhua,Adult,Other,high,
Joe,13976482,Negligible differences in metabolism and thermal tolerance between diploid and triploid Atlantic salmon (Salmo salar),"Bowden, Alyssa J., Andrewartha, Sarah J., Elliott, Nick G.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2018,Experimental,Laboratory,Growth,Atlantic salmon,Salmo salar,Adult,Other,high,
Joe,13976479,"Na,K-ATPase Isoform Switching is Critical for the Development of Salinity Tolerance in Juvenile Atlantic Salmon","McCormick, S. D., Regish, A. M., Christensen, A. K.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),2012,Experimental,Laboratory,Survival,Atlantic salmon,Salmo salar,Juvenile,Other,high,
Joe,13976474,"Movements of Prespawn Adult Atlantic Salmon Near Hydroelectric Dams in the Lower Penobscot River, Maine","Holbrook, Christopher M., Zydlewski, Joseph, Gorsky, Dimitry  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2009,Observational,Wild,Behavioural,Atlantic salmon,Salmo salar,Adult,Northeast US,medium,
Joe,13976472,Mortality of salmonids cultured at low temperature in sea water,"Saunders, Richard L., Muise, Brian C., Henderson, Eugene B. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1975,Experimental,Aquaculture,Survival,Atlantic salmon,Salmo salar,Adult,Other,high,
Joe,13976470,"Mortalities of Atlantic Herring, Clupea h. harengus , Smooth Flounder, Liopsetta putnami , and Rainbow Smelt, Osmerus mordax , Larvae Exposed to Acute Thermal Shock","Barker, S. L., Townsend, D. W., Hacunda, J. S. ",Temperature,"Yes, include the reference",Atlantic herring (Clupea harengus),1981,Experimental,Laboratory,Survival,Atlantic herring,Clupea harengus,Larval,Northeast US,high,
Joe,13976466,"Modelling feeding, growth, and habitat selection in larval Atlantic cod ( 
<i>Gadus morhua</i>):: observations and model predictions in a macrocosm environment","Kristiansen, T., Fiksen, O., Folkvord, A. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2007,Model,Laboratory,Habitat,Atlantic cod,Gadus morhua,Adult,Other,high,
Joe,13976464,"Modeling the Effects of Potential Salinity Shifts on the Recovery of Striped Bass in the Savannah River Estuary, Georgia-South Carolina, United States","Reinert, Thomas R., Peterson, James T. ",Salinity,"Yes, include the reference",Striped bass (Morone saxatilis),2008,Model,Wild,Habitat,Striped Bass,Morone saxatilis,Adult,Southeast US,medium,
Joe,13976457,Microhabitat use by juvenile Atlantic salmon (Salmo salar ) sheltering during the day in summer,"Gries, Gabe, Juanes, Francis ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1998,Observational,Wild,Habitat,Atlantic salmon,Salmo salar,Juvenile,Northeast US,medium,
Joe,13976456,"Micro- and macro-habitat selection of Atlantic salmon, Salmo salar , post-smolts in relation to marine environmental cues","Jensen, J. L. A., Strøm, J. F., Nikolopoulos, A.  et al.","Temperature, Salinity","Yes, include the reference",Atlantic salmon (Salmo salar),2022,Model,Wild,Behavioural,Atlantic salmon,Salmo salar,Juvenile,Other,low,
Joe,13976444,"Maternal, paternal and temperature effects on otolith size of young herring ( 
<i>Clupea harengus</i> L.) larvae","Hoie, H., Folkvord, A., Johannessen, A. ",Temperature,"Yes, include the reference",Atlantic herring (Clupea harengus),1999,Experimental,Laboratory,Growth,Atlantic herring,Clupea harengus,Larval,Other,high,
Joe,13976440,Maintenance of Atlantic salmon (Salmo salar) at elevated temperature inhibits cytochrome P450 aromatase activity in isolated ovarian follicles,"Watts, M., Pankhurst, N. W., King, H. R. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2004,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,Other,low,
