species,year,perc_too_hot,perc_too_cold,tmin_used,tmax_used
RED HAKE,2009,16.34,7.94,4.9,12.77
RED HAKE,2010,12.3,4.33,4.9,12.77
RED HAKE,2011,14.95,4.27,4.9,12.77
RED HAKE,2012,20.01,0.17,4.9,12.77
RED HAKE,2013,16.8,1.51,4.9,12.77
RED HAKE,2014,19.74,4.64,4.9,12.77
RED HAKE,2015,22.1,4.9,4.9,12.77
RED HAKE,2016,21.34,0.48,4.9,12.77
RED HAKE,2017,17.29,2.1,4.9,12.77
RED HAKE,2018,11.83,2.88,4.9,12.77
RED HAKE,2019,18.3,3.58,4.9,12.77
RED HAKE,2020,15.67,0.38,4.9,12.77
RED HAKE,2021,17.61,0.19,4.9,12.77
RED HAKE,2022,21.24,1.11,4.9,12.77
RED HAKE,2023,15.11,0.74,4.9,12.77
RED HAKE,2024,11.32,5.15,4.9,12.77
ROSETTE SKATE,1959,2.51,42.92,9.14,14.33
ROSETTE SKATE,1960,5.54,35.32,9.14,14.33
ROSETTE SKATE,1961,3.95,40.46,9.14,14.33
ROSETTE SKATE,1962,4.85,28.2,9.14,14.33
ROSETTE SKATE,1963,5.02,28.78,9.14,14.33
ROSETTE SKATE,1964,3.81,37.47,9.14,14.33
ROSETTE SKATE,1965,3.26,41.44,9.14,14.33
ROSETTE SKATE,1966,3.46,46.47,9.14,14.33
ROSETTE SKATE,1967,1.91,35.21,9.14,14.33
ROSETTE SKATE,1968,2.64,37.98,9.14,14.33
ROSETTE SKATE,1969,7.16,36.26,9.14,14.33
ROSETTE SKATE,1970,5.33,27.75,9.14,14.33
ROSETTE SKATE,1971,4.18,36,9.14,14.33
ROSETTE SKATE,1972,7.66,22.43,9.14,14.33
ROSETTE SKATE,1973,8.01,29.05,9.14,14.33
ROSETTE SKATE,1974,6.05,17.4,9.14,14.33
ROSETTE SKATE,1975,14.48,25.61,9.14,14.33
ROSETTE SKATE,1976,5.65,17.29,9.14,14.33
ROSETTE SKATE,1977,10.15,27.98,9.14,14.33
ROSETTE SKATE,1978,12.48,20.56,9.14,14.33
ROSETTE SKATE,1979,2.86,31.19,9.14,14.33
ROSETTE SKATE,1980,2.03,32.45,9.14,14.33
ROSETTE SKATE,1981,1.18,35.41,9.14,14.33
ROSETTE SKATE,1982,9.06,28.57,9.14,14.33
ROSETTE SKATE,1983,9.82,21.95,9.14,14.33
ROSETTE SKATE,1984,2.33,35.13,9.14,14.33
ROSETTE SKATE,1985,10.97,18.97,9.14,14.33
ROSETTE SKATE,1986,18.4,13.3,9.14,14.33
ROSETTE SKATE,1987,11.88,26.36,9.14,14.33
ROSETTE SKATE,1988,7.76,26.12,9.14,14.33
ROSETTE SKATE,1989,6.92,25.87,9.14,14.33
ROSETTE SKATE,1990,3.29,20.69,9.14,14.33
ROSETTE SKATE,1991,12.31,16.9,9.14,14.33
ROSETTE SKATE,1992,3.92,20.02,9.14,14.33
ROSETTE SKATE,1993,1.82,32.04,9.14,14.33
ROSETTE SKATE,1994,3.96,20.4,9.14,14.33
ROSETTE SKATE,1995,2.82,23.53,9.14,14.33
ROSETTE SKATE,1996,0.22,51.94,9.14,14.33
ROSETTE SKATE,1997,1.1,22.45,9.14,14.33
ROSETTE SKATE,1998,1.49,47.1,9.14,14.33
ROSETTE SKATE,1999,16.51,15.61,9.14,14.33
ROSETTE SKATE,2000,3.47,17.96,9.14,14.33
ROSETTE SKATE,2001,9.42,29.5,9.14,14.33
ROSETTE SKATE,2002,7.62,18.28,9.14,14.33
ROSETTE SKATE,2003,0.98,33.66,9.14,14.33
ROSETTE SKATE,2004,1.91,45.8,9.14,14.33
ROSETTE SKATE,2005,2.2,36.18,9.14,14.33
ROSETTE SKATE,2006,4.77,16.97,9.14,14.33
ROSETTE SKATE,2007,1.17,46.93,9.14,14.33
ROSETTE SKATE,2008,5.57,25.51,9.14,14.33
ROSETTE SKATE,2009,14.96,18.02,9.14,14.33
ROSETTE SKATE,2010,4.7,26.03,9.14,14.33
ROSETTE SKATE,2011,9.85,25.61,9.14,14.33
ROSETTE SKATE,2012,15.5,11.97,9.14,14.33
ROSETTE SKATE,2013,9.65,17.48,9.14,14.33
ROSETTE SKATE,2014,19.85,16.15,9.14,14.33
ROSETTE SKATE,2015,23.9,12.68,9.14,14.33
ROSETTE SKATE,2016,16.81,10.55,9.14,14.33
ROSETTE SKATE,2017,12.68,21.29,9.14,14.33
ROSETTE SKATE,2018,7.96,22.23,9.14,14.33
ROSETTE SKATE,2019,26.32,23.47,9.14,14.33
ROSETTE SKATE,2020,8.83,17.31,9.14,14.33
ROSETTE SKATE,2021,18.44,0.98,9.14,14.33
ROSETTE SKATE,2022,15.37,10.46,9.14,14.33
ROSETTE SKATE,2023,11.94,18.92,9.14,14.33
ROSETTE SKATE,2024,10.73,40.94,9.14,14.33
SEA SCALLOP,1959,19.32,15.73,5,10
SEA SCALLOP,1960,20.93,15.6,5,10
SEA SCALLOP,1961,18.7,17.42,5,10
SEA SCALLOP,1962,22.95,16.32,5,10
SEA SCALLOP,1963,21.65,11.48,5,10
SEA SCALLOP,1964,20.07,12.03,5,10
SEA SCALLOP,1965,15.11,18.41,5,10
SEA SCALLOP,1966,16.78,16.25,5,10
SEA SCALLOP,1967,17.61,15.89,5,10
SEA SCALLOP,1968,17.6,21.38,5,10
SEA SCALLOP,1969,21.87,22.98,5,10
SEA SCALLOP,1970,21.61,12.08,5,10
SEA SCALLOP,1971,19.82,15.47,5,10
SEA SCALLOP,1972,26.22,9.95,5,10
SEA SCALLOP,1973,24.05,11.69,5,10
SEA SCALLOP,1974,32.26,4.99,5,10
SEA SCALLOP,1975,28.41,5.14,5,10
SEA SCALLOP,1976,29.59,4.23,5,10
SEA SCALLOP,1977,25.53,14.47,5,10
SEA SCALLOP,1978,27.1,12.99,5,10
SEA SCALLOP,1979,20.97,15.9,5,10
SEA SCALLOP,1980,20.23,15.28,5,10
SEA SCALLOP,1981,20.35,18.31,5,10
SEA SCALLOP,1982,24.54,17.31,5,10
SEA SCALLOP,1983,27.12,7.42,5,10
SEA SCALLOP,1984,20.71,9.41,5,10
SEA SCALLOP,1985,30.6,6.79,5,10
SEA SCALLOP,1986,32.89,5.17,5,10
SEA SCALLOP,1987,24.47,12.71,5,10
SEA SCALLOP,1988,22.79,9.56,5,10
SEA SCALLOP,1989,24.68,11.99,5,10
SEA SCALLOP,1990,28.8,7.17,5,10
SEA SCALLOP,1991,32.38,2.88,5,10
SEA SCALLOP,1992,26.14,13.04,5,10
SEA SCALLOP,1993,23.2,14.02,5,10
SEA SCALLOP,1994,29.33,9.49,5,10
SEA SCALLOP,1995,27.53,3.92,5,10
SEA SCALLOP,1996,13.3,11.3,5,10
SEA SCALLOP,1997,25.87,4.15,5,10
SEA SCALLOP,1998,18.55,4.82,5,10
SEA SCALLOP,1999,35.73,3.3,5,10
SEA SCALLOP,2000,30.88,1.79,5,10
SEA SCALLOP,2001,27.99,5.66,5,10
SEA SCALLOP,2002,31.61,0.35,5,10
SEA SCALLOP,2003,22.97,12.71,5,10
SEA SCALLOP,2004,16.46,19.96,5,10
SEA SCALLOP,2005,21.73,14.05,5,10
SEA SCALLOP,2006,33.58,2.91,5,10
SEA SCALLOP,2007,18.62,7.34,5,10
SEA SCALLOP,2008,26.06,4.91,5,10
SEA SCALLOP,2009,30.85,9.03,5,10
SEA SCALLOP,2010,26.23,4.69,5,10
SEA SCALLOP,2011,26.67,4.85,5,10
SEA SCALLOP,2012,43.38,0.18,5,10
SEA SCALLOP,2013,35.72,1.72,5,10
SEA SCALLOP,2014,37.98,5.14,5,10
SEA SCALLOP,2015,37.75,5.33,5,10
SEA SCALLOP,2016,39.24,0.5,5,10
SEA SCALLOP,2017,30.92,2.55,5,10
SEA SCALLOP,2018,30.3,3.29,5,10
SEA SCALLOP,2019,36.09,4.15,5,10
SEA SCALLOP,2020,36.39,0.36,5,10
SEA SCALLOP,2021,47.6,0.09,5,10
SEA SCALLOP,2022,42.13,0.9,5,10
SEA SCALLOP,2023,37.01,0.6,5,10
SEA SCALLOP,2024,21.39,5.38,5,10
SILVER HAKE,1959,5.99,14.93,5,13.597999999999992
SILVER HAKE,1960,7.25,14.89,5,13.597999999999992
SILVER HAKE,1961,6.58,16.67,5,13.597999999999992
SILVER HAKE,1962,7.5,15.58,5,13.597999999999992
SILVER HAKE,1963,8.07,11.26,5,13.597999999999992
SILVER HAKE,1964,7.27,11.74,5,13.597999999999992
SILVER HAKE,1965,3.56,17.35,5,13.597999999999992
SILVER HAKE,1966,4.24,15.46,5,13.597999999999992
SILVER HAKE,1967,3.73,15.13,5,13.597999999999992
SILVER HAKE,1968,4.73,19.98,5,13.597999999999992
SILVER HAKE,1969,6.3,21.5,5,13.597999999999992
SILVER HAKE,1970,5.72,11.66,5,13.597999999999992
SILVER HAKE,1971,6.57,14.6,5,13.597999999999992
SILVER HAKE,1972,8.08,9.5,5,13.597999999999992
SILVER HAKE,1973,7.62,11.16,5,13.597999999999992
SILVER HAKE,1974,8.68,4.7,5,13.597999999999992
SILVER HAKE,1975,11.24,5,5,13.597999999999992
SILVER HAKE,1976,7.1,4.24,5,13.597999999999992
SILVER HAKE,1977,9.08,13.49,5,13.597999999999992
SILVER HAKE,1978,10.13,12.34,5,13.597999999999992
SILVER HAKE,1979,5.2,14.98,5,13.597999999999992
SILVER HAKE,1980,3.7,14.35,5,13.597999999999992
SILVER HAKE,1981,4.17,16.98,5,13.597999999999992
SILVER HAKE,1982,8.95,16.07,5,13.597999999999992
SILVER HAKE,1983,9.27,7.15,5,13.597999999999992
SILVER HAKE,1984,5.76,9.2,5,13.597999999999992
SILVER HAKE,1985,11.74,6.65,5,13.597999999999992
SILVER HAKE,1986,12.57,5.23,5,13.597999999999992
SILVER HAKE,1987,8.53,12.2,5,13.597999999999992
SILVER HAKE,1988,7.19,9.36,5,13.597999999999992
SILVER HAKE,1989,8.49,11.52,5,13.597999999999992
SILVER HAKE,1990,8.48,6.78,5,13.597999999999992
SILVER HAKE,1991,10.96,2.86,5,13.597999999999992
SILVER HAKE,1992,7.01,12.3,5,13.597999999999992
SILVER HAKE,1993,5.77,13.19,5,13.597999999999992
SILVER HAKE,1994,9.29,8.98,5,13.597999999999992
SILVER HAKE,1995,10.2,3.95,5,13.597999999999992
SILVER HAKE,1996,4.6,10.92,5,13.597999999999992
SILVER HAKE,1997,7.33,4.14,5,13.597999999999992
SILVER HAKE,1998,5.4,4.87,5,13.597999999999992
SILVER HAKE,1999,14.52,3.31,5,13.597999999999992
SILVER HAKE,2000,8.28,1.9,5,13.597999999999992
SILVER HAKE,2001,10.66,5.6,5,13.597999999999992
SILVER HAKE,2002,12.43,0.44,5,13.597999999999992
SILVER HAKE,2003,5.41,11.79,5,13.597999999999992
SILVER HAKE,2004,5.27,18.49,5,13.597999999999992
SILVER HAKE,2005,6.2,13.22,5,13.597999999999992
SILVER HAKE,2006,10.31,2.79,5,13.597999999999992
SILVER HAKE,2007,6.41,6.98,5,13.597999999999992
SILVER HAKE,2008,9,4.69,5,13.597999999999992
SILVER HAKE,2009,13.47,8.56,5,13.597999999999992
SILVER HAKE,2010,8.55,4.76,5,13.597999999999992
SILVER HAKE,2011,11.9,4.85,5,13.597999999999992
SILVER HAKE,2012,15.2,0.2,5,13.597999999999992
SILVER HAKE,2013,13.34,1.74,5,13.597999999999992
SILVER HAKE,2014,16.6,5.09,5,13.597999999999992
SILVER HAKE,2015,18.77,5.29,5,13.597999999999992
SILVER HAKE,2016,16.09,0.57,5,13.597999999999992
SILVER HAKE,2017,14.51,2.44,5,13.597999999999992
SILVER HAKE,2018,9,3.28,5,13.597999999999992
SILVER HAKE,2019,16.07,4.19,5,13.597999999999992
SILVER HAKE,2020,12.28,0.52,5,13.597999999999992
SILVER HAKE,2021,11.01,0.2,5,13.597999999999992
SILVER HAKE,2022,16.51,1.21,5,13.597999999999992
SILVER HAKE,2023,13.2,1.04,5,13.597999999999992
SILVER HAKE,2024,10.73,6.01,5,13.597999999999992
SMOOTH SKATE,1959,3.7,17.75,5,9.36
SMOOTH SKATE,1960,3.07,19.3,5,9.36
SMOOTH SKATE,1961,2.1,22.07,5,9.36
SMOOTH SKATE,1962,3.19,22.97,5,9.36
SMOOTH SKATE,1963,2.9,11.79,5,9.36
SMOOTH SKATE,1964,2.19,12.18,5,9.36
SMOOTH SKATE,1965,1.94,18.1,5,9.36
SMOOTH SKATE,1966,3.09,16.72,5,9.36
SMOOTH SKATE,1967,2.79,19.25,5,9.36
SMOOTH SKATE,1968,4.23,25.11,5,9.36
SMOOTH SKATE,1969,5.04,29.96,5,9.36
SMOOTH SKATE,1970,7.24,12.37,5,9.36
SMOOTH SKATE,1971,4.66,16.93,5,9.36
SMOOTH SKATE,1972,5.62,13.49,5,9.36
SMOOTH SKATE,1973,4.46,15.74,5,9.36
SMOOTH SKATE,1974,13.82,6.45,5,9.36
SMOOTH SKATE,1975,18.78,4.69,5,9.36
SMOOTH SKATE,1976,18.71,3.27,5,9.36
SMOOTH SKATE,1977,9.91,12.55,5,9.36
SMOOTH SKATE,1978,7.61,13.47,5,9.36
SMOOTH SKATE,1979,4.51,17.37,5,9.36
SMOOTH SKATE,1980,11.46,14.91,5,9.36
SMOOTH SKATE,1981,8.81,18.8,5,9.36
SMOOTH SKATE,1982,5.57,16.81,5,9.36
SMOOTH SKATE,1983,6.26,10.06,5,9.36
SMOOTH SKATE,1984,8.42,8,5,9.36
SMOOTH SKATE,1985,15.34,5.8,5,9.36
SMOOTH SKATE,1986,10.66,5.37,5,9.36
SMOOTH SKATE,1987,5.47,14.45,5,9.36
SMOOTH SKATE,1988,4.62,8.1,5,9.36
SMOOTH SKATE,1989,6.92,14.71,5,9.36
SMOOTH SKATE,1990,10.01,9.05,5,9.36
SMOOTH SKATE,1991,15.81,2.81,5,9.36
SMOOTH SKATE,1992,4.71,19.71,5,9.36
SMOOTH SKATE,1993,9.06,13.11,5,9.36
SMOOTH SKATE,1994,10.5,5.2,5,9.36
SMOOTH SKATE,1995,8.05,4.91,5,9.36
SMOOTH SKATE,1996,1.62,6.05,5,9.36
SMOOTH SKATE,1997,5.52,3.95,5,9.36
SMOOTH SKATE,1998,1.98,6.11,5,9.36
SMOOTH SKATE,1999,14.28,4.17,5,9.36
SMOOTH SKATE,2000,7.82,1.38,5,9.36
SMOOTH SKATE,2001,5.54,5.24,5,9.36
SMOOTH SKATE,2002,9.43,0.65,5,9.36
SMOOTH SKATE,2003,6.6,12.02,5,9.36
SMOOTH SKATE,2004,2.75,19.11,5,9.36
SMOOTH SKATE,2005,4.61,11.9,5,9.36
SMOOTH SKATE,2006,7.48,2.41,5,9.36
SMOOTH SKATE,2007,2.82,7.23,5,9.36
SMOOTH SKATE,2008,4.88,5.27,5,9.36
SMOOTH SKATE,2009,9.62,9.77,5,9.36
SMOOTH SKATE,2010,15.73,2.62,5,9.36
SMOOTH SKATE,2011,9.05,2.19,5,9.36
SMOOTH SKATE,2012,18.03,0.33,5,9.36
SMOOTH SKATE,2013,24.07,1.4,5,9.36
SMOOTH SKATE,2014,28.91,3.68,5,9.36
SMOOTH SKATE,2015,32.49,4.58,5,9.36
SMOOTH SKATE,2016,29.19,0.38,5,9.36
SMOOTH SKATE,2017,25.53,3.26,5,9.36
SMOOTH SKATE,2018,33.2,1.16,5,9.36
SMOOTH SKATE,2019,43.26,3.52,5,9.36
SMOOTH SKATE,2020,46.2,0.62,5,9.36
SMOOTH SKATE,2021,53.31,0,5,9.36
SMOOTH SKATE,2022,36.26,0.58,5,9.36
SMOOTH SKATE,2023,40.81,1.22,5,9.36
SMOOTH SKATE,2024,3.69,5.96,5,9.36
THORNY SKATE,1959,4.93,0,2,9.700000000000001
THORNY SKATE,1960,4.93,0,2,9.700000000000001
THORNY SKATE,1961,3.5,0,2,9.700000000000001
THORNY SKATE,1962,5.59,0,2,9.700000000000001
THORNY SKATE,1963,5.37,0,2,9.700000000000001
THORNY SKATE,1964,3.55,0,2,9.700000000000001
THORNY SKATE,1965,3.04,0,2,9.700000000000001
THORNY SKATE,1966,3.92,0,2,9.700000000000001
THORNY SKATE,1967,4.53,0,2,9.700000000000001
THORNY SKATE,1968,5.26,0,2,9.700000000000001
THORNY SKATE,1969,7.46,0,2,9.700000000000001
THORNY SKATE,1970,7.94,0,2,9.700000000000001
THORNY SKATE,1971,6.82,0,2,9.700000000000001
THORNY SKATE,1972,7.77,0,2,9.700000000000001
THORNY SKATE,1973,7.25,0,2,9.700000000000001
THORNY SKATE,1974,14.93,0,2,9.700000000000001
THORNY SKATE,1975,14.65,0,2,9.700000000000001
THORNY SKATE,1976,16.15,0,2,9.700000000000001
THORNY SKATE,1977,11.21,0,2,9.700000000000001
THORNY SKATE,1978,9.75,0,2,9.700000000000001
THORNY SKATE,1979,6.12,0,2,9.700000000000001
THORNY SKATE,1980,11.73,0,2,9.700000000000001
THORNY SKATE,1981,9.55,0,2,9.700000000000001
THORNY SKATE,1982,7.71,0,2,9.700000000000001
THORNY SKATE,1983,8.44,0,2,9.700000000000001
THORNY SKATE,1984,8.55,0,2,9.700000000000001
THORNY SKATE,1985,14.75,0,2,9.700000000000001
THORNY SKATE,1986,11.96,0,2,9.700000000000001
THORNY SKATE,1987,6.96,0,2,9.700000000000001
THORNY SKATE,1988,6.21,0,2,9.700000000000001
THORNY SKATE,1989,8.04,0,2,9.700000000000001
THORNY SKATE,1990,9.88,0,2,9.700000000000001
THORNY SKATE,1991,16.36,0,2,9.700000000000001
THORNY SKATE,1992,6.94,0,2,9.700000000000001
THORNY SKATE,1993,9.9,0,2,9.700000000000001
THORNY SKATE,1994,12.25,0,2,9.700000000000001
THORNY SKATE,1995,9.54,0,2,9.700000000000001
THORNY SKATE,1996,1.91,0,2,9.700000000000001
THORNY SKATE,1997,7.73,0,2,9.700000000000001
THORNY SKATE,1998,3.91,0,2,9.700000000000001
THORNY SKATE,1999,15.05,0,2,9.700000000000001
THORNY SKATE,2000,10.24,0,2,9.700000000000001
THORNY SKATE,2001,8.21,0,2,9.700000000000001
THORNY SKATE,2002,11.5,0,2,9.700000000000001
THORNY SKATE,2003,8.31,0,2,9.700000000000001
THORNY SKATE,2004,4.24,0,2,9.700000000000001
THORNY SKATE,2005,6.37,0,2,9.700000000000001
THORNY SKATE,2006,10.02,0,2,9.700000000000001
THORNY SKATE,2007,3.6,0,2,9.700000000000001
THORNY SKATE,2008,6.86,0,2,9.700000000000001
THORNY SKATE,2009,12.1,0,2,9.700000000000001
THORNY SKATE,2010,14.66,0,2,9.700000000000001
THORNY SKATE,2011,8.93,0,2,9.700000000000001
THORNY SKATE,2012,18.98,0,2,9.700000000000001
THORNY SKATE,2013,21.37,0,2,9.700000000000001
THORNY SKATE,2014,24.69,0,2,9.700000000000001
THORNY SKATE,2015,24.12,0,2,9.700000000000001
THORNY SKATE,2016,24.34,0,2,9.700000000000001
THORNY SKATE,2017,18.89,0,2,9.700000000000001
THORNY SKATE,2018,25.93,0,2,9.700000000000001
THORNY SKATE,2019,34.37,0,2,9.700000000000001
THORNY SKATE,2020,25.89,0,2,9.700000000000001
THORNY SKATE,2021,36.07,0,2,9.700000000000001
THORNY SKATE,2022,27.36,0,2,9.700000000000001
THORNY SKATE,2023,27.81,0,2,9.700000000000001
THORNY SKATE,2024,3.96,0.02,2,9.700000000000001
WHITE HAKE,1959,9.71,20.57,5.3,11.09
WHITE HAKE,1960,11.99,22.63,5.3,11.09
WHITE HAKE,1961,9.3,24.91,5.3,11.09
WHITE HAKE,1962,12.8,23.28,5.3,11.09
WHITE HAKE,1963,11.6,15.75,5.3,11.09
WHITE HAKE,1964,8.41,16.06,5.3,11.09
WHITE HAKE,1965,7.59,22,5.3,11.09
WHITE HAKE,1966,7.08,20.32,5.3,11.09
WHITE HAKE,1967,8.48,20.89,5.3,11.09
WHITE HAKE,1968,8.1,26.1,5.3,11.09
WHITE HAKE,1969,13.48,28.55,5.3,11.09
WHITE HAKE,1970,11.69,16.94,5.3,11.09
WHITE HAKE,1971,11.96,19.96,5.3,11.09
WHITE HAKE,1972,16.41,14.87,5.3,11.09
WHITE HAKE,1973,14.63,16.75,5.3,11.09
WHITE HAKE,1974,19.71,8.57,5.3,11.09
WHITE HAKE,1975,17.6,8.21,5.3,11.09
WHITE HAKE,1976,17.51,6.52,5.3,11.09
WHITE HAKE,1977,15.25,16.23,5.3,11.09
WHITE HAKE,1978,17.37,17.83,5.3,11.09
WHITE HAKE,1979,11.84,20.41,5.3,11.09
WHITE HAKE,1980,12.57,18.61,5.3,11.09
WHITE HAKE,1981,11.45,22.41,5.3,11.09
WHITE HAKE,1982,15.09,21.46,5.3,11.09
WHITE HAKE,1983,15.78,11.45,5.3,11.09
WHITE HAKE,1984,12.2,11.66,5.3,11.09
WHITE HAKE,1985,19.9,9.77,5.3,11.09
WHITE HAKE,1986,21.54,7.95,5.3,11.09
WHITE HAKE,1987,15.15,15.47,5.3,11.09
WHITE HAKE,1988,12.77,12.24,5.3,11.09
WHITE HAKE,1989,15.01,15.91,5.3,11.09
WHITE HAKE,1990,14.63,11.45,5.3,11.09
WHITE HAKE,1991,19.86,5.04,5.3,11.09
WHITE HAKE,1992,13.79,19.34,5.3,11.09
WHITE HAKE,1993,14.96,17.13,5.3,11.09
WHITE HAKE,1994,20.05,10.72,5.3,11.09
WHITE HAKE,1995,19.61,7.19,5.3,11.09
WHITE HAKE,1996,5.77,12.58,5.3,11.09
WHITE HAKE,1997,15,6.95,5.3,11.09
WHITE HAKE,1998,6.67,9.49,5.3,11.09
WHITE HAKE,1999,22.96,6.52,5.3,11.09
WHITE HAKE,2000,16.8,3.23,5.3,11.09
WHITE HAKE,2001,20.31,8.9,5.3,11.09
WHITE HAKE,2002,18.77,1.02,5.3,11.09
WHITE HAKE,2003,13.79,17.25,5.3,11.09
WHITE HAKE,2004,9.3,24.9,5.3,11.09
WHITE HAKE,2005,13.69,17.79,5.3,11.09
WHITE HAKE,2006,20.11,5.25,5.3,11.09
WHITE HAKE,2007,8.6,11.62,5.3,11.09
WHITE HAKE,2008,12.75,9.16,5.3,11.09
WHITE HAKE,2009,21.29,13.16,5.3,11.09
WHITE HAKE,2010,17.87,5.05,5.3,11.09
WHITE HAKE,2011,16.24,6.91,5.3,11.09
WHITE HAKE,2012,25.73,0.42,5.3,11.09
WHITE HAKE,2013,21.55,2.65,5.3,11.09
WHITE HAKE,2014,23.89,7.44,5.3,11.09
WHITE HAKE,2015,25.09,6.42,5.3,11.09
WHITE HAKE,2016,25.26,1.28,5.3,11.09
WHITE HAKE,2017,21.61,4.69,5.3,11.09
WHITE HAKE,2018,18.32,4.94,5.3,11.09
WHITE HAKE,2019,19.69,7.06,5.3,11.09
WHITE HAKE,2020,19.45,1.05,5.3,11.09
WHITE HAKE,2021,28.97,0.43,5.3,11.09
WHITE HAKE,2022,25.39,1.63,5.3,11.09
WHITE HAKE,2023,16.9,1.83,5.3,11.09
WHITE HAKE,2024,12,9.61,5.3,11.09
WINDOWPANE,1959,0.7,10.67,4.37,19.16
WINDOWPANE,1960,0.72,8.59,4.37,19.16
WINDOWPANE,1961,0.44,11.36,4.37,19.16
WINDOWPANE,1962,0.9,9.06,4.37,19.16
WINDOWPANE,1963,0.46,8.14,4.37,19.16
WINDOWPANE,1964,0.71,8.32,4.37,19.16
WINDOWPANE,1965,0.2,15.87,4.37,19.16
WINDOWPANE,1966,0.48,12.87,4.37,19.16
WINDOWPANE,1967,0.26,11.78,4.37,19.16
WINDOWPANE,1968,0.69,15.08,4.37,19.16
WINDOWPANE,1969,0.54,13.92,4.37,19.16
WINDOWPANE,1970,0.73,8.33,4.37,19.16
WINDOWPANE,1971,0.63,11.05,4.37,19.16
WINDOWPANE,1972,0.81,6.13,4.37,19.16
WINDOWPANE,1973,0.86,7.96,4.37,19.16
WINDOWPANE,1974,1,2.82,4.37,19.16
WINDOWPANE,1975,0.77,3.07,4.37,19.16
WINDOWPANE,1976,0.67,2.92,4.37,19.16
WINDOWPANE,1977,0.36,12.27,4.37,19.16
WINDOWPANE,1978,0.59,8.72,4.37,19.16
WINDOWPANE,1979,0.46,11.4,4.37,19.16
WINDOWPANE,1980,0.29,11.22,4.37,19.16
WINDOWPANE,1981,0.49,12.78,4.37,19.16
WINDOWPANE,1982,0.52,11.94,4.37,19.16
WINDOWPANE,1983,1.15,5.24,4.37,19.16
WINDOWPANE,1984,0.38,6.38,4.37,19.16
WINDOWPANE,1985,1.77,4.07,4.37,19.16
WINDOWPANE,1986,1.35,3.46,4.37,19.16
WINDOWPANE,1987,0.88,9.88,4.37,19.16
WINDOWPANE,1988,0.61,7.62,4.37,19.16
WINDOWPANE,1989,1.23,9.18,4.37,19.16
WINDOWPANE,1990,1.51,4.04,4.37,19.16
WINDOWPANE,1991,1.2,1.52,4.37,19.16
WINDOWPANE,1992,0.74,6.95,4.37,19.16
WINDOWPANE,1993,1.53,10.63,4.37,19.16
WINDOWPANE,1994,2.16,7.86,4.37,19.16
WINDOWPANE,1995,3.73,2.18,4.37,19.16
WINDOWPANE,1996,1.47,7.72,4.37,19.16
WINDOWPANE,1997,2.43,1.63,4.37,19.16
WINDOWPANE,1998,1.93,1.69,4.37,19.16
WINDOWPANE,1999,3.65,1.42,4.37,19.16
WINDOWPANE,2000,2.29,1,4.37,19.16
WINDOWPANE,2001,2.39,2.58,4.37,19.16
WINDOWPANE,2002,3.26,0.04,4.37,19.16
WINDOWPANE,2003,1.86,8.81,4.37,19.16
WINDOWPANE,2004,1.66,15.53,4.37,19.16
WINDOWPANE,2005,1.63,9.96,4.37,19.16
WINDOWPANE,2006,2.85,0.77,4.37,19.16
WINDOWPANE,2007,2.22,4.57,4.37,19.16
WINDOWPANE,2008,3.2,1.41,4.37,19.16
WINDOWPANE,2009,2.89,5.27,4.37,19.16
WINDOWPANE,2010,2.67,3.39,4.37,19.16
WINDOWPANE,2011,3.3,3.19,4.37,19.16
WINDOWPANE,2012,3.95,0.01,4.37,19.16
WINDOWPANE,2013,3,0.72,4.37,19.16
WINDOWPANE,2014,4.23,3.48,4.37,19.16
WINDOWPANE,2015,4.41,4.39,4.37,19.16
WINDOWPANE,2016,4.25,0.19,4.37,19.16
WINDOWPANE,2017,3.51,1.07,4.37,19.16
WINDOWPANE,2018,2.19,1.44,4.37,19.16
WINDOWPANE,2019,3.74,2.09,4.37,19.16
WINDOWPANE,2020,3.88,0.05,4.37,19.16
WINDOWPANE,2021,0,0,4.37,19.16
WINDOWPANE,2022,5.69,0.71,4.37,19.16
WINDOWPANE,2023,5.82,0.13,4.37,19.16
WINDOWPANE,2024,5.85,2.15,4.37,19.16
WINTER FLOUNDER,1959,1.81,1.6,3,16
WINTER FLOUNDER,1960,2.22,0.89,3,16
WINTER FLOUNDER,1961,2.33,1.74,3,16
WINTER FLOUNDER,1962,2.17,1.22,3,16
WINTER FLOUNDER,1963,2.67,1.16,3,16
WINTER FLOUNDER,1964,2.56,1.19,3,16
WINTER FLOUNDER,1965,0.75,3.95,3,16
WINTER FLOUNDER,1966,1.23,2.27,3,16
WINTER FLOUNDER,1967,1.23,1.84,3,16
WINTER FLOUNDER,1968,1.63,3.59,3,16
WINTER FLOUNDER,1969,1.54,2.63,3,16
WINTER FLOUNDER,1970,1.61,1.21,3,16
WINTER FLOUNDER,1971,1.68,1.97,3,16
WINTER FLOUNDER,1972,2.01,1.02,3,16
WINTER FLOUNDER,1973,1.72,1.22,3,16
WINTER FLOUNDER,1974,2.41,0.22,3,16
WINTER FLOUNDER,1975,3.8,0.23,3,16
WINTER FLOUNDER,1976,1.56,0.4,3,16
WINTER FLOUNDER,1977,1.86,2.85,3,16
WINTER FLOUNDER,1978,2.55,1.64,3,16
WINTER FLOUNDER,1979,1.5,2.42,3,16
